player,surface,period,spw,rpw,matches
Andrej Martin,clay,career,0.5830,0.4080,49
Andrej Martin,grass,career,0.5160,0.3030,1
Andrej Martin,all,career,0.5744,0.3978,65
Franco Roncadelli,hard,career,0.4220,0.2340,7
Franco Roncadelli,clay,career,0.5670,0.4820,5
Franco Roncadelli,all,career,0.4824,0.3373,12
Mitchell Krueger,hard,career,0.6230,0.3540,28
Mitchell Krueger,clay,career,0.6240,0.3550,3
Mitchell Krueger,grass,career,0.5730,0.3170,5
Mitchell Krueger,all,career,0.6161,0.3489,36
Yasutaka Uchiyama,hard,career,0.6580,0.3330,36
Yasutaka Uchiyama,clay,career,0.5410,0.2800,2
Yasutaka Uchiyama,grass,career,0.5750,0.3410,3
Yasutaka Uchiyama,all,career,0.6462,0.3310,41
Yi Zhou,hard,career,0.6320,0.3490,14
Yi Zhou,all,career,0.6320,0.3490,14
Gonzalo Bueno,clay,52week,0.5470,0.3480,3
Gonzalo Bueno,all,52week,0.5470,0.3480,3
Calvin Hemery,hard,career,0.5510,0.2790,4
Calvin Hemery,clay,career,0.5700,0.3410,8
Calvin Hemery,all,career,0.5637,0.3203,12
Norbert Gombos,hard,career,0.6190,0.3490,54
Norbert Gombos,clay,career,0.6050,0.3760,31
Norbert Gombos,grass,career,0.6060,0.2560,5
Norbert Gombos,all,career,0.6135,0.3531,90
Beibit Zhukayev,hard,career,0.6280,0.3160,12
Beibit Zhukayev,grass,career,0.6400,0.2120,1
Beibit Zhukayev,all,career,0.6289,0.3080,13
Juan Pablo Varillas,hard,career,0.5910,0.3340,22
Juan Pablo Varillas,clay,career,0.6200,0.3840,62
Juan Pablo Varillas,grass,career,0.5600,0.2950,1
Juan Pablo Varillas,all,career,0.6118,0.3700,85
Benjamin Hassan,hard,career,0.6430,0.3500,13
Benjamin Hassan,clay,career,0.6370,0.3780,14
Benjamin Hassan,all,career,0.6399,0.3645,27
Marc Polmans,hard,career,0.5870,0.3710,15
Marc Polmans,clay,career,0.5770,0.3600,5
Marc Polmans,grass,career,0.6110,0.3700,4
Marc Polmans,all,career,0.5889,0.3685,24
Radu Albot,hard,career,0.6020,0.3690,162
Radu Albot,clay,career,0.5820,0.3890,67
Radu Albot,grass,career,0.6180,0.3570,24
Radu Albot,all,career,0.5982,0.3732,253
Dimitar Kuzmanov,hard,career,0.5920,0.3850,28
Dimitar Kuzmanov,clay,career,0.6770,0.3750,9
Dimitar Kuzmanov,all,career,0.6127,0.3826,37
Philip Henning,hard,career,0.6240,0.4520,8
Philip Henning,clay,career,0.6000,0.2890,3
Philip Henning,all,career,0.6175,0.4075,11
Abedallah Shelbayh,hard,career,0.5960,0.3500,9
Abedallah Shelbayh,clay,career,0.5340,0.3790,4
Abedallah Shelbayh,grass,career,0.5610,0.3500,4
Abedallah Shelbayh,all,career,0.5732,0.3568,17
Ryan Peniston,hard,career,0.6870,0.2420,1
Ryan Peniston,grass,career,0.6170,0.3630,12
Ryan Peniston,all,career,0.6224,0.3537,13
Moez Echargui,hard,52week,0.6690,0.2610,6
Moez Echargui,all,52week,0.6690,0.2610,6
Moez Echargui,hard,career,0.6810,0.2970,10
Moez Echargui,all,career,0.6810,0.2970,10
Jay Clarke,hard,career,0.6250,0.1670,1
Jay Clarke,grass,career,0.6110,0.3070,13
Jay Clarke,all,career,0.6120,0.2970,14
Frederico Ferreira Silva,hard,career,0.5990,0.3180,6
Frederico Ferreira Silva,clay,career,0.5650,0.4030,8
Frederico Ferreira Silva,all,career,0.5796,0.3666,14
Stefan Kozlov,hard,career,0.5510,0.3620,21
Stefan Kozlov,clay,career,0.5090,0.2800,1
Stefan Kozlov,grass,career,0.5800,0.3660,13
Stefan Kozlov,all,career,0.5606,0.3611,35
Jason Jung,hard,career,0.6040,0.3390,25
Jason Jung,clay,career,0.5240,0.4620,1
Jason Jung,grass,career,0.6110,0.3550,9
Jason Jung,all,career,0.6035,0.3466,35
Bernabe Zapata Miralles,hard,career,0.5620,0.3420,32
Bernabe Zapata Miralles,clay,career,0.5700,0.4160,59
Bernabe Zapata Miralles,grass,career,0.6200,0.2940,6
Bernabe Zapata Miralles,all,career,0.5705,0.3840,97
Hady Habib,hard,52week,0.6080,0.2760,5
Hady Habib,all,52week,0.6080,0.2760,5
Hady Habib,hard,career,0.6810,0.3010,13
Hady Habib,clay,career,0.5940,0.3630,10
Hady Habib,all,career,0.6432,0.3280,23
Justin Engel,hard,52week,0.6160,0.2330,5
Justin Engel,clay,52week,0.6060,0.3250,5
Justin Engel,grass,52week,0.6870,0.3130,4
Justin Engel,all,52week,0.6327,0.2887,14
Justin Engel,hard,career,0.6290,0.2830,7
Justin Engel,clay,career,0.6030,0.3170,6
Justin Engel,grass,career,0.6870,0.3130,4
Justin Engel,all,career,0.6335,0.3021,17
Tung Lin Wu,hard,career,0.6000,0.3530,19
Tung Lin Wu,all,career,0.6000,0.3530,19
Aziz Dougaz,hard,career,0.6000,0.3530,13
Aziz Dougaz,clay,career,0.5670,0.4000,4
Aziz Dougaz,all,career,0.5922,0.3641,17
Nicolas Kicker,hard,career,0.5800,0.3600,12
Nicolas Kicker,clay,career,0.6110,0.3820,35
Nicolas Kicker,grass,career,0.6630,0.2800,1
Nicolas Kicker,all,career,0.6043,0.3744,48
Rudolf Molleker,hard,career,0.5110,0.2470,1
Rudolf Molleker,clay,career,0.6040,0.3130,12
Rudolf Molleker,grass,career,0.6370,0.2860,5
Rudolf Molleker,all,career,0.6080,0.3018,18
Dmitry Popko,hard,career,0.5940,0.3610,9
Dmitry Popko,clay,career,0.6020,0.3480,5
Dmitry Popko,all,career,0.5969,0.3564,14
Eero Vasa,hard,career,0.5630,0.3100,7
Eero Vasa,all,career,0.5630,0.3100,7
Hiroki Moriya,hard,career,0.5670,0.3500,13
Hiroki Moriya,grass,career,0.5710,0.2810,1
Hiroki Moriya,all,career,0.5673,0.3451,14
Viktor Durasovic,hard,career,0.5920,0.3090,31
Viktor Durasovic,all,career,0.5920,0.3090,31
Blaise Bicknell,hard,career,0.6500,0.5800,8
Blaise Bicknell,clay,career,0.6040,0.3730,3
Blaise Bicknell,all,career,0.6375,0.5235,11
Miguel Tobon,clay,career,0.6360,0.3980,33
Miguel Tobon,all,career,0.6360,0.3980,33
Robert Strombachs,hard,career,0.5860,0.3480,9
Robert Strombachs,all,career,0.5860,0.3480,9
Kasidit Samrej,hard,career,0.5610,0.3610,7
Kasidit Samrej,all,career,0.5610,0.3610,7
Bor Artnak,clay,career,0.5470,0.4300,8
Bor Artnak,all,career,0.5470,0.4300,8
